"customer_id","first_name","surname","postcode","age","all_linked_ids","in_purchase","in_crm_base","in_customer_base","is_guest","is_registered"
24088,"keira","hunt","sw293ng",4,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11804,"isaac","carter","m682hw",52,"[28828]",TRUE,TRUE,TRUE,FALSE,TRUE
11170,"theo","hunt","m518ds",36,NA,TRUE,TRUE,TRUE,FALSE,TRUE
30105,"jack","knight","de858bp",65,"[2717]",TRUE,FALSE,TRUE,FALSE,TRUE
12003,"chloe","simpson","m727bz",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11781,"sophie","brown","m682hw",24,NA,TRUE,TRUE,TRUE,FALSE,TRUE
17689,"olivia","williams","po711hw",2,NA,TRUE,TRUE,TRUE,FALSE,TRUE
3316,"muhammad","moore","ex271ty",9,"[28777]",TRUE,TRUE,FALSE,FALSE,TRUE
25786,"theodore","edwards","sw813un",65,"[27468]",TRUE,FALSE,TRUE,FALSE,TRUE
9396,"isobel","richardson","ls837bt",76,NA,TRUE,TRUE,FALSE,FALSE,TRUE
11367,"oscar","mills","m560se",24,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19601,"phoebe","jackson","rg546pz",43,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29889,"phoebe","matthews","ls867aq",20,"[9637]",TRUE,FALSE,TRUE,FALSE,TRUE
26698,"brooke","lewis","po61nn",29,"[17481]",TRUE,FALSE,TRUE,FALSE,TRUE
2647,"dylan","clarke","de732er",46,NA,TRUE,FALSE,TRUE,FALSE,TRUE
2758,"lucy","white","de861eh",44,"[29325]",TRUE,FALSE,TRUE,FALSE,TRUE
28760,"lily","james","nw908rr",47,"[15282]",TRUE,FALSE,TRUE,FALSE,TRUE
31130,"harrison","lloyd","ex909lt",54,"[4741]",TRUE,FALSE,TRUE,FALSE,TRUE
25181,"zoe","powell","sw540rd",97,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15822,"rayyan","green","po200he",45,"[30645]",TRUE,FALSE,TRUE,FALSE,TRUE
3934,"william","knight","ex641ay",76,NA,TRUE,FALSE,TRUE,FALSE,TRUE
7247,"theodore","richardson","hr802js",49,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20485,"hope","walker","rg830gy",38,"[28198]",TRUE,FALSE,TRUE,FALSE,TRUE
17212,"mia","wilkinson","po536xl",34,NA,TRUE,FALSE,TRUE,FALSE,TRUE
9012,"lydia","bell","ls643bj",14,NA,TRUE,TRUE,FALSE,FALSE,TRUE
30043,"jamie","carter","so371dg",55,"[21458]",TRUE,TRUE,TRUE,FALSE,TRUE
17967,"theo","taylor","po827el",51,NA,TRUE,FALSE,TRUE,FALSE,TRUE
18851,"billy","wood","rg150rg",4,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1970,"gracie","bennett","de533tn",26,"[28666]",TRUE,TRUE,TRUE,FALSE,TRUE
9567,"harry","reid","ls849zp",7,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14284,"mia","holmes","nw481en",16,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1358,"jasmine","wright","de422hd",85,NA,TRUE,TRUE,FALSE,FALSE,TRUE
13217,"freya","phillips","nw277by",1,NA,TRUE,TRUE,FALSE,FALSE,TRUE
23161,"joe","davis","so989dg",59,NA,TRUE,FALSE,TRUE,FALSE,TRUE
32733,"daniel","williams","m192er",31,"[10326]",TRUE,FALSE,TRUE,FALSE,TRUE
21382,"lucas","murray","so335fb",20,NA,TRUE,FALSE,TRUE,FALSE,TRUE
25389,"maya","parker","sw744qy",0,NA,TRUE,TRUE,FALSE,FALSE,TRUE
5463,"phoebe","watson","hr250el",72,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15269,"freddie","phillips","nw886ej",12,NA,TRUE,TRUE,TRUE,FALSE,TRUE
9228,"emily","thomson","ls74dl",72,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14642,"phoebe","allen","nw645nx",35,NA,TRUE,FALSE,TRUE,FALSE,TRUE
23069,"callum","thompson","so960zz",47,NA,TRUE,FALSE,TRUE,FALSE,TRUE
24022,"edward","scott","sw293ne",34,NA,TRUE,TRUE,TRUE,FALSE,TRUE
19893,"charlotte","gray","rg721pp",47,"[28908]",TRUE,FALSE,TRUE,FALSE,TRUE
29146,"alexander","young","sw293ne",56,"[23977]",TRUE,FALSE,TRUE,FALSE,TRUE
8564,"niamh","graham","ls475rr",32,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29162,"leon","robertson","so473ww",27,"[21814]",TRUE,FALSE,TRUE,FALSE,TRUE
3247,"mia","turner","ex264ww",28,NA,TRUE,FALSE,TRUE,FALSE,TRUE
30539,"matilda","palmer","hr559ul",33,"[6633]",TRUE,FALSE,TRUE,FALSE,TRUE
32820,"blake","lewis","sw122ae",51,"[23260]",TRUE,FALSE,TRUE,FALSE,TRUE
12125,"lacey","scott","m80na",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20539,"kaci","thomson","rg830gz",87,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14425,"ellis","baker","nw500as",58,NA,TRUE,TRUE,TRUE,FALSE,TRUE
22984,"alfie","morgan","so960zx",60,NA,TRUE,FALSE,TRUE,FALSE,TRUE
17069,"freya","morgan","po476na",63,NA,TRUE,FALSE,TRUE,FALSE,TRUE
8797,"william","hughes","ls486al",37,NA,TRUE,TRUE,TRUE,FALSE,TRUE
800,"mason","chapman","de237gh",19,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14640,"noah","gray","nw645nx",41,"[32121]",TRUE,FALSE,TRUE,FALSE,TRUE
5045,"muhammad","baker","ex982ly",42,"[31797]",TRUE,FALSE,TRUE,FALSE,TRUE
9792,"elizabeth","young","ls867at",98,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10844,"joseph","edwards","m432zy",45,NA,TRUE,TRUE,TRUE,FALSE,TRUE
31364,"leon","mills","nw908rr",5,"[15278]",TRUE,FALSE,TRUE,FALSE,TRUE
22037,"alicia","king","so527st",28,NA,TRUE,FALSE,TRUE,FALSE,TRUE
22103,"theodore","smith","so538tx",24,NA,TRUE,FALSE,TRUE,FALSE,TRUE
33021,"patrick","mitchell","nw277bt",22,"[13036]",TRUE,FALSE,TRUE,FALSE,TRUE
18549,"joseph","ellis","rg108us",3,"[31824]",TRUE,TRUE,TRUE,FALSE,TRUE
3754,"christopher","davies","ex423jw",57,"[28400]",TRUE,FALSE,TRUE,FALSE,TRUE
27875,"blake","edwards","de264ew",16,"[1162]",TRUE,TRUE,FALSE,FALSE,TRUE
17715,"jayden","phillips","po711hx",0,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26227,"brooke","cooper","sw93ng",91,NA,TRUE,FALSE,TRUE,FALSE,TRUE
9950,"rose","mitchell","ls906pz",44,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6540,"freddie","patel","hr559uh",32,"[28807]",TRUE,TRUE,TRUE,FALSE,TRUE
16126,"william","scott","po250wf",23,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1521,"alfie","ward","de422hg",42,NA,TRUE,FALSE,TRUE,FALSE,TRUE
31752,"leo","bennett","rg764yr",12,"[20078]",TRUE,FALSE,TRUE,FALSE,TRUE
8262,"melissa","watson","ls433yr",4,"[32464]",TRUE,FALSE,TRUE,FALSE,TRUE
7434,"reuben","phillips","hr904za",33,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11519,"megan","reid","m625ub",56,NA,TRUE,TRUE,TRUE,FALSE,TRUE
21733,"roman","parker","so473wt",58,NA,TRUE,FALSE,TRUE,FALSE,TRUE
18427,"samuel","thompson","po891ld",17,"[26873]",TRUE,FALSE,TRUE,FALSE,TRUE
13770,"adam","james","nw375ea",39,"[32943]",TRUE,FALSE,TRUE,FALSE,TRUE
4834,"matilda","williams","ex922rx",96,NA,TRUE,FALSE,TRUE,FALSE,TRUE
24557,"rory","lloyd","sw359aw",45,NA,TRUE,FALSE,TRUE,FALSE,TRUE
18631,"ella","hill","rg119rq",27,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27410,"dylan","taylor","po200hg",8,"[15912]",TRUE,FALSE,TRUE,FALSE,TRUE
7211,"zak","palmer","hr802js",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
21557,"keira","taylor","so433hb",27,NA,TRUE,FALSE,TRUE,FALSE,TRUE
21424,"hannah","king","so348as",14,NA,TRUE,TRUE,TRUE,FALSE,TRUE
28080,"mason","davis","ex922rx",50,"[4882]",TRUE,FALSE,TRUE,FALSE,TRUE
9472,"alfie","williams","ls849zl",13,"[27949]",TRUE,FALSE,TRUE,FALSE,TRUE
25647,"rory","green","sw75tt",6,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27616,"harry","gray","hr72au",26,"[7115]",TRUE,TRUE,TRUE,FALSE,TRUE
6790,"oscar","gibson","hr56de",60,"[28162]",TRUE,FALSE,TRUE,FALSE,TRUE
12455,"samuel","robinson","m834yb",54,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16531,"natalie","chapman","po398rr",17,"[27005]",TRUE,FALSE,TRUE,FALSE,TRUE
3494,"noah","clarke","ex341wt",50,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29605,"isabelle","jenkins","hr90pu",92,"[7544]",TRUE,TRUE,TRUE,FALSE,TRUE
28031,"amelia","davies","sw465qq",60,"[24946]",TRUE,TRUE,FALSE,FALSE,TRUE
22771,"ella","ward","so763bt",17,NA,TRUE,TRUE,TRUE,FALSE,TRUE
7045,"skye","thomas","hr662rp",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16597,"lilly","johnson","po398rs",84,NA,TRUE,FALSE,TRUE,FALSE,TRUE
12756,"mohammed","mills","nw130qn",34,"[30163]",TRUE,FALSE,TRUE,FALSE,TRUE
14173,"emily","thomas","nw472lq",41,NA,TRUE,FALSE,TRUE,FALSE,TRUE
31093,"mia","barker","m518dt",59,"[11186]",TRUE,FALSE,TRUE,FALSE,TRUE
23062,"caitlin","bell","so960zz",2,"[28602]",TRUE,TRUE,TRUE,FALSE,TRUE
14934,"jayden","parker","nw662nh",46,"[29737]",TRUE,FALSE,TRUE,FALSE,TRUE
25439,"chloe","chapman","sw744qz",12,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10925,"luke","murphy","m447nn",2,"[29513]",TRUE,FALSE,TRUE,FALSE,TRUE
4724,"isla","hill","ex909lt",0,NA,TRUE,FALSE,TRUE,FALSE,TRUE
17465,"george","allen","po61nn",67,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29719,"connor","lee","m80nu",70,"[12172]",TRUE,FALSE,TRUE,FALSE,TRUE
32030,"ethan","butler","so348as",39,"[21421]",TRUE,TRUE,FALSE,FALSE,TRUE
13812,"jasmine","wilson","nw436bl",86,NA,TRUE,FALSE,TRUE,FALSE,TRUE
31069,"amelie","butler","nw338ze",41,"[13506]",TRUE,FALSE,TRUE,FALSE,TRUE
21762,"taylor","wilson","so473wu",47,NA,TRUE,TRUE,TRUE,FALSE,TRUE
16661,"emma","smith","po465ye",79,NA,TRUE,TRUE,TRUE,FALSE,TRUE
17380,"katie","palmer","po613tn",63,NA,TRUE,TRUE,FALSE,FALSE,TRUE
8343,"jessica","mitchell","ls451gn",78,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15980,"victoria","russell","po200hj",57,NA,TRUE,TRUE,TRUE,FALSE,TRUE
22724,"molly","jones","so760sy",87,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13079,"julia","evans","nw277bu",7,NA,TRUE,TRUE,TRUE,FALSE,TRUE
27420,"lucy","barnes","sw75tu",32,"[25680]",TRUE,FALSE,TRUE,FALSE,TRUE
17460,"megan","hunt","po61nn",100,NA,TRUE,FALSE,TRUE,FALSE,TRUE
128,"reece","thomas","de125lu",55,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3483,"faith","bennett","ex306wu",42,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10620,"emily","butler","m352tw",23,NA,TRUE,FALSE,TRUE,FALSE,TRUE
23338,"ella","morris","sw122af",3,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29208,"lily","roberts","ex675rx",27,"[4048]",TRUE,FALSE,TRUE,FALSE,TRUE
32613,"scarlett","lewis","hr802ju",86,"[7313]",TRUE,TRUE,FALSE,FALSE,TRUE
3927,"caitlin","stevens","ex527tr",12,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6419,"jacob","powell","hr542fy",78,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6132,"benjamin","harris","hr481nb",22,NA,TRUE,TRUE,TRUE,FALSE,TRUE
3979,"george","moore","ex662es",51,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13089,"jack","johnson","nw277bu",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10094,"james","richardson","m160yg",17,NA,TRUE,TRUE,FALSE,FALSE,TRUE
13604,"maya","fisher","nw374jn",46,NA,TRUE,TRUE,TRUE,FALSE,TRUE
23615,"elijah","king","sw162hz",37,NA,TRUE,TRUE,TRUE,FALSE,TRUE
16576,"ruby","white","po398rs",41,"[29408]",TRUE,TRUE,FALSE,FALSE,TRUE
568,"phoebe","james","de159qy",0,NA,TRUE,TRUE,TRUE,FALSE,TRUE
32370,"bethany","murphy","sw744qw",86,"[25294]",TRUE,FALSE,TRUE,FALSE,TRUE
26378,"tia","cooper","sw946zf",55,"[27079]",TRUE,FALSE,TRUE,FALSE,TRUE
2873,"holly","lee","de934nt",5,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11210,"lola","butler","m518dt",96,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29281,"leah","gray","sw75ts",43,"[25603]",TRUE,TRUE,TRUE,FALSE,TRUE
28866,"rhys","king","hr662rp",16,"[7009]",TRUE,FALSE,TRUE,FALSE,TRUE
11533,"lucas","green","m625ub",45,"[29348]",TRUE,TRUE,FALSE,FALSE,TRUE
18655,"martha","ellis","rg119rr",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13734,"alyssa","shaw","nw374jq",63,"[32667]",TRUE,FALSE,TRUE,FALSE,TRUE
14409,"dominic","smith","nw500as",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
32022,"daniel","adams","de167qg",83,"[661]",TRUE,FALSE,TRUE,FALSE,TRUE
20655,"abbie","bennett","rg877sy",85,"[26914]",TRUE,FALSE,TRUE,FALSE,TRUE
10669,"ryan","wilson","m352ty",51,NA,TRUE,TRUE,TRUE,FALSE,TRUE
9445,"benjamin","evans","ls837bu",18,NA,TRUE,TRUE,TRUE,FALSE,TRUE
12786,"alice","owen","nw130qp",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19238,"elizabeth","parker","rg463fr",81,"[28014]",TRUE,TRUE,TRUE,FALSE,TRUE
